second,is_mode_a,is_mode_b,is_mode_c,mean velocity (m/s),mean wheel speed (rev/min),net rolling energy (J),net aero energy (J),braked energy (J),total energy (J),gross rolling energy (J),gross aero energy (J),inertia energy (J),cumulative rr (J),cumulative aero (J),cumulative braking (J)
477,0,0,1,22.508509017018,573.174959610084,0,0,-29763.2447569156,0,2825.19602458725,4440.54352162703,-37028.9843031299,1493903.05776784,3778108.17187116,-1519998.71967504
478,0,1,0,21.9050038100076,557.806812728781,231.109110007185,344.031191730658,0,575.140301737843,2749.44598221997,4092.851111896,-6267.15679237812,1496652.50375006,3782201.02298305,-1519998.71967504
479,0,0,1,21.5473710947422,548.699762725045,0,0,-11894.3104868755,0,2704.55706822454,3895.64004036669,-18494.5075954667,1499357.06081829,3786096.66302342,-1531893.03016191
480,0,0,1,20.6756413512827,526.501328340941,0,0,-33892.3034914329,0,2595.14034036068,3441.69925229901,-39929.1430840926,1501952.20115865,3789538.36227572,-1565785.33365334
481,0,0,1,19.3121666243333,491.7807002017,0,0,-41736.5878862254,0,2424.00135575311,2804.71635314876,-46965.3055951273,1504376.2025144,3792343.07862887,-1607521.92153957
482,0,0,1,17.5910591821184,447.953022058725,0,0,-49776.1276975074,0,2207.97345715011,2119.6878787271,-54103.7890333846,1506584.17597155,3794462.76650759,-1657298.04923708
483,0,0,1,16.0487680975362,408.678868917617,0,0,-26221.7339964762,0,2014.39001554483,1609.61144719177,-29845.7354592128,1508598.5659871,3796072.37795478,-1683519.78323355
484,0,0,1,15.1099822199644,384.772862657812,0,0,-14052.3343298865,0,1896.55661630683,1343.3457544091,-17292.2367006024,1510495.1226034,3797415.72370919,-1697572.11756344
485,0,0,1,13.9029718059436,354.036568895206,0,0,-34996.8899611249,0,1745.05653157226,1046.45094216218,-37788.3974348594,1512240.17913498,3798462.17465136,-1732569.00752456
486,0,0,1,11.511303022606,293.133171995227,0,0,-54773.2574604104,0,1444.86191922784,593.976696166772,-56812.0960758051,1513685.0410542,3799056.15134752,-1787342.26498498
487,0,0,1,8.94081788163576,227.67625009338,0,0,-28016.7344430772,0,1122.2228498857,278.30928350575,-29417.2665764686,1514807.26390409,3799334.46063103,-1815358.99942805
488,0,0,1,7.82321564643129,199.216718831707,0,0,-1069.87981230612,0,981.944993649987,186.445477036079,-2238.27028299219,1515789.20889774,3799520.90610806,-1816428.87924036
489,0,0,1,6.99618999237998,178.15666569807,0,0,-15502.1527879944,0,878.13938003556,133.346226988711,-16513.6383950187,1516667.34827777,3799654.25233505,-1831931.03202835
490,0,0,1,5.36449072898146,136.605750056028,0,0,-14614.6905682063,0,673.33370993142,60.114805237242,-15348.1390833749,1517340.68198771,3799714.36714029,-1846545.72259656
491,0,0,1,3.57632715265431,91.0705000373519,0,0,-9765.39178815131,0,448.88913995428,17.811794144368,-10232.09272225,1517789.57112766,3799732.17893443,-1856311.11438471
492,0,0,1,1.78816357632715,45.535250018676,0,0,-4889.37531687979,0,224.44456997714,2.226474268046,-5116.04636112498,1518014.01569764,3799734.4054087,-1861200.48970159
493,0,0,1,0.447040894081788,11.383812504669,0,0,-583.359863985899,0,56.111142494285,0.0347886604382187,-639.505795140623,1518070.12684013,3799734.44019736,-1861783.84956558
494,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
495,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
496,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
497,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
498,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
499,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
500,0,1,0,0,0,0,0,0,0,0,0,0,1518070.12684013,3799734.44019736,-1861783.84956558
501,1,0,0,0.0447040894081788,1.1383812504669,5.6111142494285,3.47886604382187e-05,0,12.0062069894952,5.6111142494285,3.47886604382187e-05,6.39505795140623,1518075.73795438,3799734.44023215,-1861783.84956558
502,1,0,0,1.02819405638811,26.1827687607387,129.055627736855,0.423273631551807,0,3218.29189189761,129.055627736855,0.423273631551807,3088.81299052921,1518204.79358212,3799734.86350578,-1861783.84956558
503,1,0,0,3.24104648209296,82.5326406588502,406.805783083566,13.2571974910581,0,13633.8514726677,406.805783083566,13.2571974910581,13213.7884920931,1518611.5993652,3799748.12070327,-1861783.84956558
504,1,0,0,5.74447548895098,146.281990684997,721.028181051562,73.8154189942456,0,23393.3796358276,721.028181051562,73.8154189942456,22598.5360357818,1519332.62754625,3799821.93612227,-1861783.84956558
505,1,0,0,8.13614427228855,207.185387584976,1021.22279339599,209.725805080711,0,31492.362824531,1021.22279339599,209.725805080711,30261.4142260543,1520353.85033965,3800031.66192735,-1861783.84956558
506,1,0,0,10.259588519177,261.258496982153,1287.75072024384,420.519148041378,0,33263.0845650114,1287.75072024384,420.519148041378,31554.8146967262,1521641.60105989,3800452.18107539,-1861783.84956558
507,1,0,0,11.8018796037592,300.532650123261,1481.33416184912,640.102446166152,0,24069.2754972415,1481.33416184912,640.102446166152,21947.8388892262,1523122.93522174,3801092.28352156,-1861783.84956558
508,1,0,0,12.494792989586,318.177559505498,1568.30643271527,759.596828742353,0,6796.45000500271,1568.30643271527,759.596828742353,4468.54674354509,1524691.24165446,3801851.8803503,-1861783.84956558
509,0,0,1,12.2936245872492,313.054843878397,0,0,-10043.9347153131,0,1543.05641859284,723.49542255108,-12310.486556457,1526234.29807305,3802575.37577285,-1871827.78428089
510,0,0,1,11.5336550673101,293.70236262046,0,0,-14454.1385607758,0,1447.66747635255,597.443477499675,-16499.2495146281,1527681.9655494,3803172.81925035,-1886281.92284167
511,0,0,1,10.5501651003302,268.657975110188,0,0,-16329.3100968203,0,1324.22296286513,457.271058697019,-18110.8041183824,1529006.18851227,3803630.09030905,-1902611.23293849
512,0,0,1,8.82905765811532,224.830296967213,0,0,-32093.9368896321,0,1108.19506426213,268.002599278108,-33470.1345531723,1530114.38357653,3803898.09290832,-1934705.16982812
513,0,0,1,6.34798069596139,161.6501375663,0,0,-25438.4604665032,0,796.778223418847,99.6099539688264,-26334.8486438908,1530911.16179995,3803997.70286229,-1960143.63029462
514,0,0,1,4.06807213614427,103.592693792488,0,0,-12266.0788963822,0,510.611396697994,26.2157256350889,-12802.9060187153,1531421.77319665,3804023.91858793,-1972409.709191
515,1,0,0,3.21869443738887,81.9634500336167,404.000225958852,12.9847979312443,0,1798.31754139384,404.000225958852,12.9847979312443,1381.33251750375,1531825.77342261,3804036.90338586,-1972409.709191
516,1,0,0,4.15748031496063,105.869456293422,521.83362519685,27.9825025441043,0,11255.143138395,521.83362519685,27.9825025441043,10705.327010654,1532347.6070478,3804064.8858884,-1972409.709191
517,1,0,0,5.92329184658369,150.835515686864,743.472638049276,80.9254906259483,0,19042.3194677437,743.472638049276,80.9254906259483,18217.9213390685,1533091.07968585,3804145.81137903,-1972409.709191
518,1,0,0,7.89027178054356,200.924290707408,990.36166502413,191.281000819592,0,26578.0165553657,990.36166502413,191.281000819592,25396.373889522,1534081.44135088,3804337.09237985,-1972409.709191
519,1,0,0,9.85725171450343,251.013065727951,1237.25069199898,372.961057571523,0,31927.5827326996,1237.25069199898,372.961057571523,30317.370983129,1535318.69204287,3804710.05343742,-1972409.709191
520,1,0,0,11.4665989331979,291.99479074476,1439.25080497841,587.083418769755,0,25811.1535095158,1439.25080497841,587.083418769755,23784.8192857676,1536757.94284785,3805297.13685619,-1972409.709191
521,1,0,0,12.4277368554737,316.469987629798,1559.88976134112,747.432699659428,0,14752.1052344371,1559.88976134112,747.432699659428,12444.7827734365,1538317.83260919,3806044.56955585,-1972409.709191
522,0,0,1,12.6736093472187,322.731084507366,0,0,-336.069338030263,0,1590.75088971298,792.678166092245,-2719.49839383549,1539908.58349891,3806837.24772194,-1972745.77852903
523,0,0,1,12.0254000508001,306.224556375596,0,0,-20176.9628555774,0,1509.38973309627,677.165067393915,-22363.5176560676,1541417.973232,3807514.41278934,-1992922.74138461
524,0,0,1,10.5725171450343,269.227165735422,0,0,-27705.1963829217,0,1327.02851998984,460.18360448615,-29492.4085073977,1542745.00175199,3807974.59639382,-2020627.93776753
525,0,0,1,8.71729743459487,221.984343841045,0,0,-26082.6777643273,0,1094.16727863856,257.953568566837,-27434.7986115327,1543839.16903063,3808232.54996239,-2046710.61553186
526,0,0,1,6.57150114300229,167.342043818634,0,0,-23506.5707155874,0,824.833794665989,110.506980021192,-24441.9114902746,1544664.0028253,3808343.05694241,-2070217.18624745
527,0,0,1,4.38100076200152,111.561362545756,0,0,-13831.8286171305,0,549.889196443993,32.7428088951679,-14414.4606224696,1545213.89202174,3808375.79975131,-2084049.01486458
528,0,0,1,2.97282194564389,75.7023531560488,0,0,-3231.43677322945,0,373.139097586995,10.2306362159237,-3614.80650703237,1545587.03111933,3808386.03038752,-2087280.45163781
529,0,0,1,1.83286766573533,46.6736312691429,0,0,-4224.90203863751,0,230.055684226569,2.39766926606247,-4457.35539213014,1545817.08680356,3808388.42805679,-2091505.35367644
530,0,0,1,0.804673609347219,20.4908625084042,0,0,-589.463314794484,0,101.000056489713,0.202887467675692,-690.666258751872,1545918.08686005,3808388.63094426,-2092094.81699124
531,1,0,0,0.692913385826772,17.6449093822369,86.9722708661417,0.129548622889372,0,434.033713352819,86.9722708661417,0.129548622889372,346.931893863788,1546005.05913091,3808388.76049288,-2092094.81699124
532,1,0,0,1.92227584455169,48.9503937700767,241.277912725425,2.76594202546146,0,6843.74366060211,241.277912725425,2.76594202546146,6599.69980585123,1546246.33704364,3808391.5264349,-2092094.81699124
533,1,0,0,4.13512827025654,105.300265668188,519.028068072136,27.5335940183921,0,15630.90460497,519.028068072136,27.5335940183921,15084.3429428794,1546765.36511171,3808419.06002892,-2092094.81699124
534,1,0,0,6.39268478536957,162.788518816767,802.389337668276,101.729244374062,0,23766.4507583196,802.389337668276,101.729244374062,22862.3321762773,1547567.75444938,3808520.7892733,-2092094.81699124
535,1,0,0,8.60553721107442,219.138390714878,1080.13949301499,248.15892993502,0,31488.9904862696,1080.13949301499,248.15892993502,30160.6920633196,1548647.89394239,3808768.94820323,-2092094.81699124
536,1,0,0,10.6395732791466,270.934737611122,1335.44519136398,468.995393883266,0,33766.9402263756,1335.44519136398,468.995393883266,31962.4996411283,1549983.33913376,3809237.94359711,-2092094.81699124
537,1,0,0,11.9806959613919,305.086175125129,1503.77861884684,669.641080280319,0,17598.299477919,1503.77861884684,669.641080280319,15424.8797787918,1551487.1177526,3809907.58467739,-2092094.81699124
538,1,0,0,12.4500889001778,317.039178255031,1562.69531846584,751.472867693673,0,4985.70364535945,1562.69531846584,751.472867693673,2671.53545919994,1553049.81307107,3810659.05754509,-2092094.81699124
539,0,0,1,12.3159766319533,313.624034503631,0,0,-5654.96217880898,0,1545.86197571755,727.448940729339,-7928.27309525587,1554595.67504679,3811386.50648582,-2097749.77917005
540,0,0,1,11.511303022606,293.133171995227,0,0,-20191.9815881813,0,1444.86191922784,593.976696166772,-22230.8202035759,1556040.53696601,3811980.48318198,-2117941.76075823
541,0,0,1,9.96901193802388,253.859018854119,0,0,-28310.9867280429,0,1251.27847762256,385.791180769876,-29948.0563864353,1557291.81544364,3812366.27436275,-2146252.74748627
542,0,0,1,7.91262382524765,201.493481332641,0,0,-27112.0529849359,0,993.167222148844,192.911227887805,-28298.1314349725,1558284.98266579,3812559.18559064,-2173364.80047121
543,0,0,1,5.47625095250191,139.451703182195,0,0,-22358.8283777159,0,687.361495554991,63.9507986233749,-23110.1406718942,1558972.34416134,3812623.13638927,-2195723.62884892
544,0,0,1,3.19634239268479,81.3942594083833,0,0,-9416.89201141832,0,401.194668834138,12.7161555467578,-9830.80283579922,1559373.53883017,3812635.85254481,-2205140.52086034
545,0,0,1,1.76581153162306,44.9660593934425,0,0,-2428.56725169908,0,221.639012852426,2.14402079422487,-2652.35028534573,1559595.17784303,3812637.99656561,-2207569.08811204
546,0,0,1,1.18465836931674,30.1671031373728,0,0,-274.330657745799,0,148.694527609855,0.647403925007586,-423.672589280662,1559743.87237064,3812638.64396953,-2207843.41876979
547,1,0,0,2.41402082804166,61.4725875252126,303.000169469139,5.47796162724367,0,10668.4720123745,303.000169469139,5.47796162724367,10359.9938812781,1560046.87254011,3812644.12193116,-2207843.41876979
548,1,0,0,4.89509779019558,124.652746926125,614.417010312421,45.6751585722191,0,18516.6927336987,614.417010312421,45.6751585722191,17856.600564814,1560661.28955042,3812689.79708973,-2207843.41876979
549,1,0,0,6.99618999237999,178.15666569807,878.13938003556,133.346226988711,0,22529.2568490184,878.13938003556,133.346226988711,21517.7712419941,1561539.42893045,3812823.14331672,-2207843.41876979
550,1,0,0,8.94081788163576,227.67625009338,1122.2228498857,278.30928350575,0,29538.7871195788,1122.2228498857,278.30928350575,28138.2549861874,1562661.65178034,3813101.45260023,-2207843.41876979
551,1,0,0,10.8183896367793,275.48826261299,1357.8896483617,493.04187259673,0,32803.0120057645,1357.8896483617,493.04187259673,30952.0804848061,1564019.5414287,3813594.49447282,-2207843.41876979
552,1,0,0,12.5618491236982,319.885131381199,1576.72310408941,771.892224138275,0,36491.8297307855,1576.72310408941,771.892224138275,34143.2144025579,1565596.26453279,3814366.38669696,-2207843.41876979
553,0,1,0,13.3665227330455,340.375993889603,447.494656505012,248.038345122964,0,695.533001627975,1677.72316057912,929.932168519321,-1912.12232747047,1567273.98769337,3815296.31886548,-2207843.41876979
554,0,0,1,12.4724409448819,317.608368880265,0,0,-31579.1737561231,0,1565.50087559055,755.527568690816,-33900.2022004044,1568839.48856896,3816051.84643417,-2239422.59252591
555,0,0,1,10.5725171450343,269.227165735422,0,0,-33754.9212049519,0,1327.02851998984,460.18360448615,-35542.1333294279,1570166.51708895,3816512.03003866,-2273177.51373086
556,0,0,1,8.38201676403353,213.446484462544,0,0,-29294.9671252311,0,1052.08392176784,229.319783162086,-30576.370830161,1571218.60101072,3816741.34982182,-2302472.48085609
557,0,0,1,6.16916433832868,157.096612564432,0,0,-20314.6710642211,0,774.333766421133,91.4271044151904,-21180.4319350574,1571992.93477714,3816832.77692623,-2322787.15192031
558,0,0,1,4.02336804673609,102.454312542021,0,0,-13282.9639591294,0,505.000282448565,25.3609334594615,-13813.3251750374,1572497.93505959,3816858.13785969,-2336070.11587944
559,0,0,1,2.05638811277623,52.3655375214774,0,0,-5621.9558707676,0,258.111255473711,3.38618905241446,-5883.45331529373,1572756.04631506,3816861.52404875,-2341692.07175021
560,0,0,1,0.581153162306325,14.7989562560697,0,0,-1007.7438778581,0,72.9444852425705,0.0764306869827666,-1080.76479378765,1572828.9908003,3816861.60047943,-2342699.81562807
561,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
562,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
563,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
564,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
565,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
566,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
567,0,1,0,0,0,0,0,0,0,0,0,0,1572828.9908003,3816861.60047943,-2342699.81562807
568,1,0,0,0.0670561341122682,1.70757187570035,8.41667137414275,0.000117411728978988,0,22.8056691765357,8.41667137414275,0.000117411728978988,14.388880390664,1572837.40747168,3816861.60059685,-2342699.81562807
569,1,0,0,1.49758699517399,38.1357718906411,187.972327355855,1.3078927349225,0,6723.43068194009,187.972327355855,1.3078927349225,6534.15046184931,1573025.37979903,3816862.90848958,-2342699.81562807
570,1,0,0,4.26924053848108,108.715409419589,535.861410820422,30.300362274539,0,19804.0948554127,535.861410820422,30.300362274539,19237.9330823178,1573561.24120985,3816893.20885186,-2342699.81562807
571,1,0,0,7.13030226060452,181.57180944947,894.972722783846,141.162638884786,0,34186.5170172706,894.972722783846,141.162638884786,33150.381655602,1574456.21393264,3817034.37149074,-2342699.81562807
572,1,0,0,9.61137922275845,244.751968850383,1206.38956362713,345.742753182682,0,33175.6938865136,1206.38956362713,345.742753182682,31623.5615697038,1575662.60349626,3817380.11424392,-2342699.81562807
573,1,0,0,11.6230632461265,295.979125121394,1458.88970485141,611.445495862132,0,38650.0666827572,1458.88970485141,611.445495862132,36579.7314820436,1577121.49320112,3817991.55973978,-2342699.81562807
574,1,0,0,14.1041402082804,359.159284522307,1770.30654569469,1092.53610249199,0,70453.8089010869,1770.30654569469,1092.53610249199,67590.9662529003,1578891.79974681,3819084.09584228,-2342699.81562807
575,1,0,0,16.1828803657607,412.094012669018,2031.22335829312,1650.30196908467,0,33776.6680466955,2031.22335829312,1650.30196908467,30095.1427193177,1580923.0231051,3820734.39781136,-2342699.81562807
576,1,0,0,17.3898907797816,442.830306431624,2182.72344302769,2047.79515072079,0,39058.0041971068,2182.72344302769,2047.79515072079,34827.4856033583,1583105.74654813,3822782.19296208,-2342699.81562807
577,1,0,0,19.0662941325883,485.519603324133,2393.14022738126,2698.94983689644,0,69188.1571467344,2393.14022738126,2698.94983689644,64096.0670824567,1585498.88677551,3825481.14279898,-2342699.81562807
578,1,0,0,21.2120904241809,540.161903346544,2662.47371135382,3716.60456974686,0,80723.225730686,2662.47371135382,3716.60456974686,74344.1474495853,1588161.36048687,3829197.74736873,-2342699.81562807
579,1,0,0,22.6873253746507,577.728484611951,2847.64048158496,4547.21873943292,0,34981.5404588964,2847.64048158496,4547.21873943292,27586.6812378785,1591009.00096845,3833744.96610816,-2342699.81562807
580,0,1,0,22.9779019558039,585.127962739986,392.031305135075,642.148660657403,0,1034.17996579248,2884.11272420625,4724.18681563172,-6574.11957404549,1593893.11369266,3838469.15292379,-2342699.81562807
581,0,0,1,22.754381508763,579.436056487652,0,0,-2321.53814292627,0,2856.05715295911,4587.65819591202,-9765.2534917974,1596749.17084562,3843056.8111197,-2345021.35377099
582,0,0,1,22.4638049276099,572.036578359617,0,0,-4013.58528133438,0,2819.58491033782,4414.13798036343,-11247.3081720356,1599568.75575595,3847470.94910007,-2349034.93905233
583,0,0,1,21.8379476758954,556.09924085308,0,0,-26005.4430365964,0,2741.02931084582,4055.37864980819,-32801.8509972504,1602309.7850668,3851526.32774987,-2375040.38208893
584,0,0,1,20.6532893065786,525.932137715708,0,0,-41249.3845461371,0,2592.33478323597,3430.54904742172,-47272.2683767948,1604902.11985004,3854956.87679729,-2416289.76663506
585,0,0,1,19.1780543561087,488.3655564503,0,0,-41485.3000285011,0,2407.16801300483,2746.68959809968,-46639.1576396056,1607309.28786304,3857703.56639539,-2457775.06666356
586,0,0,1,17.6581153162306,449.660593934425,0,0,-38582.4032209437,0,2216.39012852426,2144.02079422487,-42942.8141436928,1609525.67799157,3859847.58718962,-2496357.46988451
587,0,0,1,15.9146558293117,405.263725166216,0,0,-46518.9418643469,0,1997.55667279655,1569.59533827012,-50086.0938754136,1611523.23466436,3861417.18252789,-2542876.41174885
588,0,0,1,13.7241554483109,349.483043893338,0,0,-50279.4327721356,0,1722.61207457455,1006.59051249599,-53008.6353592062,1613245.84673894,3862423.77304039,-2593155.84452099
589,0,0,1,11.5560071120142,294.271553245693,0,0,-33490.7365739065,0,1450.47303347727,600.923722044166,-35542.133329428,1614696.31977241,3863024.69676243,-2626646.5810949
590,0,0,1,9.499618999238,241.906015724216,0,0,-31768.0870238235,0,1192.36177800356,333.821657681579,-33294.2704595087,1615888.68155042,3863358.51842011,-2658414.66811872
591,0,0,1,7.08559817119634,180.433428199004,0,0,-28873.8064539392,0,889.361608534417,138.524153814005,-29901.6922162877,1616778.04315895,3863497.04257393,-2687288.47457266
592,0,0,1,4.26924053848108,108.715409419589,0,0,-19893.2273779414,0,535.861410820422,30.3003622745389,-20459.3891510364,1617313.90456977,3863527.3429362,-2707181.7019506
593,0,0,1,1.87757175514351,47.8120125196098,0,0,-5133.60445843069,0,235.666798475997,2.57742227454675,-5371.84867918123,1617549.57136825,3863529.92035847,-2712315.30640903
594,0,0,1,0.491744983489967,12.5221937551359,0,0,-712.033451669397,0,61.7222567437135,0.0463037070432691,-773.802012120153,1617611.29362499,3863529.96666218,-2713027.3398607
595,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
596,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
597,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
598,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
599,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
600,0,1,0,0,0,0,0,0,0,0,0,0,1617611.29362499,3863529.96666218,-2713027.3398607
 
